Syslog Message,Explanation
720049, A VPN failover subsystem finite state machine function has finished.  
720050, A timer cannot be removed from the timer processing thread.  
720051, An error occurred when the VPN failover subsystem tried to add a node secret file for the SDI server on the standby unit. The SDI node secret file is stored in flash. The error may indicate that the flash file system is full or corrupted.  
720052," An error occurred when the VPN failover subsystem tried to delete a node secret file on the active unit. The node secret file being deleted may not exist in the flash file system, or there was problem reading the flash file system.  "
720053," An error occurred when the VPN failover subsystem tried to load a cTCP IKE rule on the standby unit during bulk synchronization. The standby unit may be under heavy load, and the new IKE rule request may time out before completion.  "
720054," A cTCP record is replicated to the standby unit and cannot be updated. The corresponding IPsec over cTCP tunnel may not be functioning after failover. The cTCP database may be full, or a record with the same peer IP address and port number exists already.   "
720055, The VPN subsystem does not start unless it is running in single (nontransparent) mode.  
720056," The VPN failover subsystem main message processing thread is disabled when you have tried to enable failover, but a failover key is not defined. A failover key is required for VPN failover.  "
720057, The VPN failover subsystem main message processing thread is enabled when failover is enabled and a failover key is defined.  
720058, The VPN failover subsystem main timer processing thread is disabled when the failover key is not defined and failover is enabled.  
720059, The VPN failover subsystem main timer processing thread is enabled when the failover key is defined and failover is enabled.  
720060," The VPN failover subsystem main bulk synchronization processing thread is disabled when failover is enabled, but the failover key is not defined.  "
720061, The VPN failover subsystem main bulk synchronization processing thread is enabled when failover is enabled and the failover key is defined.  
720062, The VPN failover subsystem active unit has started bulk synchronization of state information to the standby unit.  
720063, The VPN failover subsystem active unit has completed bulk synchronization of state information to the standby unit.  
720064, An error occurred while the VPN failover subsystem attempted to update an existing cTCP record during bulk synchronization. The cTCP record may have been deleted from the cTCP database on the standby unit and cannot be found.  
720065," An error occurred when the VPN failover subsystem tried to add a new IKE rule for the cTCP database entry on the standby unit. The ASA may be under heavy load, and the request for adding a cTCP IKE rule timed out and was never completed.   "
720066, An error occurred when the VPN failover subsystem tried to activate the IKE security association database while the standby unit was transitioning to the active state. There may be resource-related issues on the standby unit that prevent the IKE security association database from activating.  
720067, An error occurred when the VPN failover subsystem tried to deactivate the IKE security association database while the active unit was transitioning to the standby state. There may be resource-related issues on the active unit that prevent the IKE security association database from deactivating.  
720068, An error occurred when the VPN failover subsystem tried to parse a peer message received on the standby unit. The peer message received on the standby unit cannot be parsed.   
720069, An error occurred when the VPN failover subsystem tried to activate the cTCP database while the standby unit was transitioning to the active state. There may be resource-related issues on the standby unit that prevent the cTCP database from activating.  
720070, An error occurred when the VPN failover subsystem tried to deactivate the cTCP database while the active unit was transitioning to the standby state. There may be resource-related issues on the active unit that prevent the cTCP database from deactivating.  
720071, An error occurred while the VPN failover subsystem tried to update cTCP dynamic data.  
720072," The Zonelab Integrity Server cannot reestablish a connection before timeout. In an active/standby failover setup, the SSL connection between a Zonelab Integrity Server and the ASA needs to be reestablished after a failover.   "
720073," When replicating VPN sessions to the standby unit, the standby unit failed to find the associated filter ACL.  "
721001," The WebVPN failover subsystem in the current failover unit, either primary or secondary, has been started successfully.   "
721002," The WebVPN failover subsystem receives status notification from the core HA component periodically. The incoming event, the new state of the local ASA, and the new state of the failover peer are reported.  "
721003," The WebVPN failover subsystem transitions from one state to another state based on the event notified by the core HA component. The incoming event, the new state of the local ASA, and the new state of the failover peer are being reported.  "
721004, A WebVPN-specific access list is replicated from the active unit to the standby unit. A successful installation of the WebVPN access list on the standby unit has occurred.  
721005," When a WebVPN-specific access list is installed on the active unit, a copy is installed on the standby unit. The access list failed to be installed on the standby unit. The access list may have existed on the standby unit already.  "
721006, The content of the access list has been updated on the standby unit.  
721007, An error occurred while the standby unit tried to update a WebVPN-specific access list. The access list cannot be located on the standby unit.   
721008," When a WebVPN-specific access list is removed from the active unit, a message is sent to the standby unit requesting that the same access list be removed. As a result, a WebVPN-specific access list has been removed from the standby unit.  "
721009," When a WebVPN-specific access list is removed on the active unit, a message is sent to the standby unit requesting the same access list be removed. An error condition occurred when an attempt was made to remove the corresponding access list on the standby unit. The access list did not exist on the standby unit.   "
721010," When an access list rule is added to the active unit, the same rule is added on the standby unit. A new access list rule was added successfully on the standby unit.  "
721011," When an access list rule is added to the active unit, an attempt is made to add the same access list rule to the standby unit. An error occurred when an attempt is made to add a new access list rule to the standby unit. The same access list rule may exist on the standby unit.  "
721012," When an APCF XML file is installed on the active unit, an attempt is made to install the same file on the standby unit. An APCF XML file was installed successfully on the standby unit. Use the   dir  command on the standby unit to show that the XML file exists in the flash file system.  "
721013," When an APCF XML file is installed on the active unit, an attempt is made to install the same file on the standby unit. An APCF XML file failed to install on the standby unit.  "
721014," When an APCF XML file is removed on the active unit, an attempt is made to remove the same file on the standby unit. An APCF XML file was removed from the standby unit successfully.  "
721015," When an APCF XML file is removed on the active unit, an attempt is made to remove the same file on the standby unit. An error occurred when an attempt was made to remove an APCF XML file from the standby unit. The file may not be installed on the standby unit.  "
721016, A remote WebVPN user has logged in successfully and the login information has been installed on the standby unit.  
721017," When a WebVPN user logs in to the active unit, the login information is replicated to the standby unit. An error occurred while replicating the login information to the standby unit.  "
721018," When a WebVPN user logs out on the active unit, a logout message is sent to the standby unit to remove the user session from the standby unit. A WebVPN user record was removed from the standby unit successfully.  "
721019," When a WebVPN user logs out on the active unit, a logout message is sent to the standby unit to remove the user session from the standby unit. An error occurred when an attempt was made to remove a WebVPN user record from the standby unit.  "
722001, The request from the SVC was invalid.  
722002, There is not enough memory to perform the action.  
722003, The user took too long to download and connect.  
722004, There is not enough memory to perform the action.  
722005, There is not enough memory to perform the action.  
722006, An invalid address was assigned to the user.  
722007, The SVC issued a message.  
722008, The SVC issued a message.  
722009, The SVC issued a message.  
722010, The SVC issued a message.  
722011, The SVC issued a message.  
722012, The SVC issued a message.  
722013, The SVC issued a message.  
722014, The SVC issued a message.  
722015," The SVC sent an invalid frame type to the device, which might be caused by an SVC version incompatibility.   "
722016," The expected amount of data was not available from the SVC, which might be caused by an SVC version incompatibility.  "
722017," The SVC sent a badly framed datagram, which might be caused by an SVC version incompatibility.   "
722018," The SVC sent a version unknown to the device, which might be caused by an SVC version incompatibility.  "
722019," The expected amount of data was not available from the SVC, which might be caused by an SVC version incompatibility.  "
722020, Address assignment failed for the AnyConnect session. No IP addresses are available.  
722021, There is not enough memory to perform the action.  
722022, The TCP or UDP connection was established with or without compression.  
722023, The SVC terminated either with or without compression.  
722024, Subsequent SVC connections will be allowed to perform tunnel compression if SVC compression is enabled in the corresponding user or group configuration.  
722025, Subsequent SVC connections will not be allowed to perform tunnel compression.  
722026, A compression error occurred. The SVC and the ASA corrected it.  
722027, A decompression error occurred. The SVC and the ASA corrected it.  
722028, An unused SVC connection was closed.  
722029," The number of connections, reconnections, and resets that have occurred are reported. If   connections  is greater than 1 or the number of   DPD_conns ,   compression_resets,   or     decompression_resets   is greater than 0, it may indicate network reliability problems, which may be beyond the control of the ASA administrator. If there are many connections or DPD connections, the user may be having problems connecting and may experience poor performance.   "
722030, End-of-session statistics are being recorded.  
722031, End-of-session statistics are being recorded.  
722032, A new SVC connection is replacing an existing one. You may be having trouble connecting.   
722033, The first SVC connection was established for the SVC session.  
722034, A reconnection attempt has occurred. An SVC connection is replacing a previously closed connection. There is no existing connection for this session because the connection was already dropped by the SVC or the ASA. You may be having trouble connecting.   
722035, A large packet was received from the client.   
722036, A large packet was sent to the client. The source of the packet may not be aware of the MTU of the client. This could also be due to compression of non-compressible data.  
722037," An SVC connection was terminated for the given reason. This behavior may be normal, or you may be having trouble connecting.  "
722038," An SVC session was terminated for the given reason. This behavior may be normal, or you may be having trouble connecting.   "
722039, The type of ACL to be applied is incorrect. An IPv6 ACL has been configured as an IPv4 ACL through the   vpn-filter  command.  
722040, The type of ACL to be applied is incorrect. An IPv4 ACL has been configured as an IPv6 ACL through the   ipv6-vpn-filter  command.  
722041, An IPv6 address was not available for assignment to the remote SVC client.  
722042, An invalid SVC or AnyConnect client is trying to connect.  
722043, The DTLS (UDP transport) cannot be established. The SSL encryption configuration was probably changed.  
722044, An IP address cannot be requested because of low memory on the ASA.  
722045, Data to establish a connection is missing. This is a defect in the ASA software.  
722046, The ASA cannot set up connection parameters. This is a defect in the ASA software.  
722047," The user logged in via the web browser and tried to start the SVC or AnyConnect client. The SVC service is not enabled globally, or the SVC image is invalid or corrupted. The tunnel connection has been terminated, but the clientless connection remains.  "
722048," The user logged in via the web browser, and tried to start the SVC or AnyConnect client. The SVC service is not enabled for this user. The tunnel connection has been terminated, but the clientless connection remains.  "
722049," The user logged in via the AnyConnect client. The SVC service is not enabled globally, or the SVC image is invalid or corrupted. The session connection has been terminated.  "
722050, The user logged in through the AnyConnect client. The SVC service is not enabled for this user. The session connection has been terminated.  
722051, The specified address has been assigned to the given user.  
722053, An unknown or unsupported SSL VPN client has connected to the ASA. Older clients include the Cisco SVC and the Cisco AnyConnect client earlier than Version 2.3.1.  
722054," An error occurred for an AnyConnect VPN connection when a redirect URL was installed, and the ACL was received from the ISE, but the redirect ACL does not exist on the ASA.  "
722055, The indicated user is attempting to connect with the given user-agent.  
722056, This syslog indicates that an AnyConnect client connection is rejected. The reason for this is provided in the syslog along with the client information.  
723001, The Citrix connection is up.  
723002, The Citrix connection is down.  
723003, The ASA is running out of memory. The Citrix connection was rejected.   
723004," The ASA encountered an internal flow control mismatch, which can be caused by massive data flow, such as might occur during stress testing or with a high volume of ICA connections.  "
723005, The ASA was unable to create a new channel for Citrix.  
723006, An internal Citrix SOCKS error has occurred on the ASA.  
723007, The ASA internal Citrix connection list is broken.  
723008, An attempt was made to access a Citrix Socks server that does not exist.  
723009, Data was received on a Citrix connection that does not exist.  
723010," An abort was received on a nonexistent Citrix connection, which can be caused by massive data flow (such as stress testing) or a high volume of ICA connections, especially during network delay or packet loss.   "
723011, The Citrix SOCKS message length is incorrect.  
723012, The Citrix SOCKS message format is incorrect.  
723013," The ASA internal Citrix timer has expired, and the Citrix connection is invalid.   "
723014, The ASA internal Citrix Secure Gateway is connected to the Citrix server.   
724001, The session was not allowed because an error occurred during processing of the CSD Host Integrity Check results on the ASA.   
724002, CSD is not running on the client machine.   
725001," The SSL handshake has started with the remote device, which can be a client or server.  "
725002, The SSL handshake has completed successfully with the remote device.  
725003, The remote device is trying to resume a previous SSL session.  
725004, The ASA has requested a client certificate for authentication.  
725005, The server has requested the certificate of the ASA for authentication.  
725006, The SSL handshake with the remote device has failed.  
725007, The SSL session has terminated.  
725008, The number of ciphers proposed by the remote SSL device are listed.  
725009, The number of ciphers proposed to the SSL server are listed.  
725010, The number of ciphers supported by the ASA for an SSL session are listed.  
725011," Always following messages 725008, 725009, and 725010, this message indicates the cipher name and its order of preference.   "
725012, The cipher that was chosen by the Cisco device for the SSL session is listed.  
725013, The cipher that was chosen by the server for the SSL session is identified.  
725014, The reason for failure of the SSL handshake is indicated.  
725015, The verification of an SSL client certificate failed because of an unsupported (large) key size.  
725016," With server-name indication (SNI), the certificate used for a given connection may not be the certificate configured on the interface. There is also no indication of which certificate trustpoint has been selected. This syslog gives an indication of the trustpoint used by the connection (given by  interface :src-ip /src-port ).  "
725017, A remote client has not sent a valid certificate.  
726001, An IM inspection was performed on an IM message and the specified criteria were satisfied. The configured action is taken.  
730001, VLAN mapping succeeded.  
730002, VLAN mapping failed.  
730003, ASA receives an SNMP set message from NACApp to set the new VLAN ID for the session.  
730004," The VLAN ID received from AAA is different from the current one in use, and it is ignored for the current session.  "
730005," A VLAN mapping error has occurred. A VLAN may be out of range, unassigned to any interfaces, or assigned to multiple interfaces.  "
730006, The session is under NACApp posture assessment.  
730007," NACApp (Cisco NAC appliance) posture assessment is done with the session, the VLAN is changed from AUTH VLAN to a new VLAN.  "
730008, NACApp (Cisco NAC appliance) posture assessment takes longer than the timeout value configured.  
730009," The load capacity of the NACApp (Cisco NAC appliance) CAS is execeeded, the new incoming session that uses it is terminating.  "
730010, VLAN mapping is enabled in the session.  
731001, A new NAC-policy has been added to the ASA.  
731002, A NAC policy has been removed from the ASA.  
731003," The NAC policy is unused because there is an existing NAC policy with the same name, but a different type.  "
732001, The ASA cannot apply the NAC settings because no memory is available.  
732002, The NAC settings ID cannot be applied because there is a different one for the session.  
732003, The NAC settings received from AAA are invalid.  
733100," The specified object in the message has exceeded the specified burst threshold rate or average threshold rate. The object can be a drop activity of a host, TCP/UDP port, IP protocol, or various drops caused by potential attacks. The ASA may be under attack.  "
733101," The ASA detected that a specific host (or several hosts in the same 1024-node subnet) is either scanning the network (attacking), or is being scanned (targeted).   "
733102," A host has been shunned by the threat detection engine. When the   threat-detection    scanning-threat    shun  command is configured, the attacking hosts will be shunned by the threat detection engine.  "
733103," A host has been shunned by the threat detection engine. When you use the   clear-threat-detection    shun  command, the specified host will be removed from the shunned list.  "
733104," The ASA is under Syn flood attack and protected by the TCP intercept mechanism, if the average rate for intercepted attacks exceeds the configured threshold. The message is showing which server is under attack and where the attacks are coming from.   "
733105," The ASA is under Syn flood attack and protected by the TCP intercept mechanism, if the burst rate for intercepted attacks exceeds the configured threshold. The message is showing which server is under attack and where the attacks are coming from.   "
734001, The DAP records that were selected for the connection are listed.  
734002, The DAP records that terminated the connection are listed.  
734003, The AAA and endpoint session attributes that are associated with the connection are listed.  
734004, A DAP processing error occurred.  
735001, A cooling fan has been restored to normal operation.  
735002, A cooling fan has failed.  
735003, A power supply has been restored to normal operation.  
735004," AC power has been lost, or the power supply has failed.  "
735005, Power supply unit redundancy has been restored.  
735006," A power supply failure occurred. Power supply unit redundancy has been lost, but the ASA is functioning normally with minimum resources. Any further failures will result in an ASA shutdown.  "
735007, The CPU has reached a critical temperature.  
735008, A chassis ambient temperature sensor has reached a critical level.  
735009,  Environment monitoring has experienced a fatal error during initialization and was unable to continue.  
735010,  Environment monitoring has experienced an error that temporarily prevented it from updating one or more of its records.  
735011,   The power supply fan has returned to a working operating state.  
735012,  The power supply fan has failed.  
735013,   A voltage channel has returned to a normal operating level.  
735014,   A voltage channel has changed to a critical level.  
735015,   The CPU temperature is warmer than the normal operating range.  
735016,  The chassis temperature is warmer than the normal operating range.  
735017,   The power supply temperature has returned to a normal operating temperature.  
735018,   The power supply has reached a critical operating temperature.  
735019,   The power supply temperature is warmer than the normal operating range.  
735020,  The CPU temperature has returned to the normal operating temperature.  
735021,  The chassis temperature has returned to the normal operating temperature.  
735022,"  The ASA has detected a CPU running beyond the maximum thermal operating temperature, and will shut down immediately after detection.  "
735023,"  At boot time, the ASA detected a shutdown that occurred because a CPU was running beyond the maximum safe operating temperature. Using the   show    environment  command will indicate that this event has occurred.  "
735024,   The IO hub temperature has returned to the normal operating temperature.  
735025,   The IO hub temperature has a critical temperature.  
735026,  The IO hub temperature is warmer than the normal operating range.  
735027,"   The ASA has detected a CPU voltage regulator running beyond the maximum thermal operating temperature, and shuts down immediately after detection.   "
735028,"  At boot time, the ASA detected a shutdown that occurred because of a CPU voltage regulator running beyond the maximum safe operating temperature. Enter the   show    environment  command to indicate that this event has occurred.  "
735029,"  The ASA has detected that the IO hub is running beyond the maximum thermal operating temperature, and will shut down immediately after detection.  "
736001,"   Insufficient memory has been detected when jumbo frame support was being configured. As a result, jumbo-frame support was disabled.  "
737001,   The IP address assignment process received a message.  
737002,  The IP address assignment process received a message.  
737003,   The DHCP server configuration for the given tunnel group is not valid.  
737004,   The DHCP server configuration for the given tunnel group is not valid.  
737005,   The DHCP server request has succeeded.  
737006,   The local pool request has succeeded.  
737007,   The local pool request has failed. The pool assigned to the tunnel group may be exhausted.  
737008,  The tunnel group was not found when trying to acquire an IP address for configuration. A software defect may cause this message to be generated.   
737009,  The remote access client software requested the use of a particular address. The request to the AAA server to use this address failed. The address may be in use.  
737010,  The remote access client software requested the use of a particular address and successfully received this address.  
737011,   The remote access client software requested the use of a particular address. The   vpn-addr-assign    aaa   command is not configured. An alternatively configured address assignment method will be used.  
737012,   The remote access client software request of a particular address failed.  
737013,"   The ASA tried to free an address, but it was not on the allocated list because of a recent configuration change.  "
737014,  The ASA successfully released the IP address assigned through AAA.  
737015,   The ASA successfully released the IP address assigned through DHCP.  
737016,   The ASA successfully released the IP address assigned through local pools.  
737017,   The ASA successfully sent a request to a DHCP server.  
737018,  The ASA failed to send a request to a DHCP server.  
737019,  The ASA failed to acquire an address from the local pools configured on the group policy or tunnel group. The local pools may be exhausted.  
737023,  The ASA is low on memory.  
737024,   The client requested an IP address that is already in use. The request will be tried using a new IP address.  
737025,  The IP address that was to be given to the client is already in use. The IP address has been removed from the pool and will not be reused.  
737026,   The client has assigned the given address from a local pool.  
737027,  A software defect has been found.  
737028,  The active ASA was unable to communicate with the standby ASA. The failover pair may be out-of-sync.  
737029,  The standby ASA accepted the IP address assignment.  
737030,   The standby ASA has the given address already in use when the active ASA attempted to acquire it. The failover pair may be out-of-sync.  
737031,  The standby ASA cleared the IP address assignment.  
737032,  The standby ASA did not have an IP address in use when the active ASA attempted to release it. The failover pair may be out-of-sync.  
737033,  The address assigned by the AAA/DHCP/local pool is already in use.  
737034, The IP address assignment process is unable to provide an address. The  text will describe the reason.
737035,  A message is queued to the IP address assignment. This corresponds with syslog 737001. This message is not rate limited.  
737036,   IP address assignment process has provided a DHCP provisioned address back to the VPN client. This message is not rate limited.  
741000,  A core dump file system was successfully created. The file system is used to manage core dumps by capping the amount of disk space that core dumps may use.  
741001,  The core dump file system has been successfully resized.   
741002,"   All core dumps have been deleted from the core dump file system, and the core dump log has been cleared. The core dump file system and coredump log are always synchronized with each other.   "
741003,"  The core dump file system and its contents have been removed, and the core dump feature has been disabled.  "
741004,"   The core dump configuration has been reset to its default value, which is disabled.  "
741005,   An error occurred during the performance of a core dump-related operation.  
741006,  An error occurred when writing to the coredump helper configuration file. This error occurs only if disk0: is full. The configuration file is located in disk0:.coredumpinfo/coredump.cfg.  
742001,  An attempt to read the master password encryption key from the nonvolatile memory after bootup failed. Encrypted passwords in the configuration are not decrypted unless the master key is set to the correct value using the   key    config-key    password    encryption  command.  
742002,  An attempt to read the   key    config-key    password    encryption  command failed. The error may be caused by the following reasons:  
742003,"   An attempt to save the master key to nonvolatile memory failed. The actual reason is specified by the  reason_text parameter. The reason can be an out-of-memory condition, or the nonvolatile store can be inconsistent.  "
742004,  An attempt to synchronize the master key to the peer failed. The actual reason is specified by the  reason_text parameter.   
742005,"  An attempt to decrypt a password failed. The password may have been encrypted using a master key that is different from the current master key, or the encrypted password has been changed from its original form.   "
742006,  An attempt to decrypt a password failed because no memory was available. Features using this password will not work as desired.  
742007,   An attempt to encrypt a password failed because no memory was available. Passwords may be left in clear text form in the configuration.  
742008,"  Password decryption failed because of decoding errors, which may occur if the encrypted password has been modified after being encrypted.  "
742009,"  Password encryption failed because of decoding errors, which may be an internal software error.  "
742010,"  The encrypted password provided in the command is not well formed. The password may not be a valid, encrypted password, or it may have been modified since it was encrypted.  "
743000,"   A PCI device in the system is not configured correctly, which may result in the system not performing at its optimum level.  "
743001,  A hardware failure has probably occurred and has been detected on one of the links between the ASA Services Module and the switch chassis.   
743002,"  A link has been restored between the ASA Services Module and the switch chassis. However, the failure and subsequent recovery probably indicates a hardware failure.  "
743004,   A PCI device in the system that is needed for it to be fully operational was not found.  
743010,  The service failed to start for a particular client of the EOBC RPC service on the server.  
743011,  The EOBC RPC client failed to make an RPC to the intended server.   
746001,"  A database (user groups, hostnames, or IP addresses) download has started.  "
746002,"  A database (user groups, hostnames, or IP addresses) download has completed.  "
746003,"  A database (user groups, hostnames, or IP addresses) download has failed because of a timeout.  "
746004,  The total number of activated user groups exceeds the maximum number of 256 user groups for this platform.  
746005,"  The ASA cannot reach the AD agent. There has been no response from the AD agent, or the RADIUS registration failed because the buffer was too small.  "
746006,"  The AD agent cannot update the IP-user mapping events on the ASA and the AD agent event log overflows, which causes inconsistency between the AD agent and the ASA IP-user database.  "
746007,  No NetBIOS response was received for the number of retries made.  
746008,  The NetBIOS process has started.  
746009,  The NetBIOS process has stopped.  
746010,"  Entering the   user-identity    update    import-user    username  command failed to update a user element. Reasons for failure include the following: timeout, partial update, import aborted, group does not exist, or no reason given.  "
746011,  The AD group has more than the hard-coded maximum number (64000) of levels. Too many users have been configured in the activated policy.  
746012,  A new user-IP mapping has been added to the user-to-IP address mapping database. The status of the operation (success or failure) is indicated. The success reason is VPN user. The failure reasons include the following: Maximum user limit reached and Duplicated address.  
746013,"   A change has been made to the user-to-IP address mapping database. The status of the operation (success or failure) is indicated. The success reasons include the following: Inactive timeout, NetBIOS probing failed, PIP notification, VPN user logout, Cut-through-proxy user logout, and MAC address mismatch. The failure reason is PIP notification.  "
746014,  A fully qualified domain name has become obsolete.  
746015,  A fully qualified domain name lookup has succeeded.  
746016,"  A DNS lookup has failed. Failure reasons include timeout, unresolvable, and no memory.  "
746017,   The   user-identity    update    import-user  command has been issued.  
746018,"   The   user-identity    update    import-user  command has been issued, and the import has been completed successfully.  "
746019,  The ASA failed to update or remove an IP-user mapping on the AD agent.  
747001,"  The cluster FSM event queue is full, and a new event has been dropped.   "
747002,   The cluster FSM received an event that is incompatible with the current state.  
747003,  The cluster FSM failed to process an event for all reasons given.  
747004,  The cluster FSM has progressed to a new state.  
747005,  The cluster FSM has notified clients about an event.  
747006,"  The cluster FSM moved to a stable state; that is, Disabled, Slave, or Master.  "
747007,  Astray configuration sync thread has been detected.  
747008,   The same unit name has been configured on multiple units.  
747009,  The ASA failed to create an RPC server.  
747010,  An RPC call failure has occurred. The system tries to recover from the failure.  
747011,  A memory allocation failure occurred in clustering.  
747012,  A global object ID replication failure has occurred.  
747013,  A global object ID removal failure has occurred.  
747014,  A global object ID installation failure has occurred.  
747015,  A stray cluster member has been found.  
747016,  A split cluster has been found.  
747017,   The ASA failed to enroll a new unit because the maximum member limit has been reached.  
747018,  The cluster FSM progression has timed out.  
747019,   The master unit found that a new joining unit has an incompatible cluster interface IP address.  
747020,  The master unit found that a new joining unit has an incompatible encryption license.  
747021,  The master unit has disabled clustering because of an interface health check failure.  
747022,  This syslog message occurs when the maximum number of rejoin attempts has not been exceeded. A slave unit has disabled clustering because of an interface health check failure for the specified amount of time. This unit will re-enable itself automatically after the specified amount of time (ms).  
747023,  The master unit has disabled clustering because of a Security Service Card health check failure.  
747024,   A slave unit has disabled clustering because of a Security Service Card health check failure.  
747025,  A master unit found a joining unit that has an incompatible firewall mode.  
747026,  A master unit found a joining unit that has an incompatible cluster control link interface name.  
747027,   A master unit could not enroll a joining unit because of the size limit of the minimal cluster pool configured.  
747028,"  A master unit found a joining unit that has an incompatible interface-mode, either spanned or individual.  "
747029,  A unit disabled clustering because of a cluster interface failure.  
747030,  An interface health check has failed and the maximum number of rejoin attempts has been exceeded. A slave unit has disabled clustering because of an interface health check failure.  
747031,  The joining unit's platform type does not match with that of the cluster master.   
747032,  The joining unit's external modules are not consistent (module type and order in which they are installed) with those on the cluster master.   
747033,   The joining unit's interfaces are not the same as those on the cluster master.   
747034,  Cluster Control Link down and the unit is kicked out with rejoin. 
747035,  Cluster Control Link down and the unit is kicked out without rejoin. 
747036,  The applications on master and the joining slave are not the same. Slave will be kicked out. 
748001,"  A cluster control link has changed in the MIO, a cluster group has been removed in the MIO, or a blade module has been removed in the MIO configuration.   "
748002,"  Configurations are missing or incomplete in the MIO (for example, a cluster group is not configured, or a cluster control link is not configured).   "
748003,"  The blade cannot talk to the MIO, so it relies on the MIO to detect this communication problem and de-bundle the data ports. If data ports are de-bundled, the ASA will be kicked out by an interface health check.   "
748004,"  The MIO blade health check has recovered, and the ASA tries to rejoin the cluster.   "
748005,   The MIO failed to bundle the ports for itself.   
748006,"  The MIO failed to bundle ports for a blade, so the blade has been kicked out.   "
748007,  The MIO failed to de-bundle the ports.   
748008,"  The CPU load has exceeded (N-1)/N, where N is the total number of active cluster members, or the memory load has exceeded (100 \u2013 x) * (N \u2013 1) / N + x, where N is the number of cluster members, and x is the baseline memory usage of the last joining member.   "
748009,  The chassis traffic load exceeded a certain threshold.   
748100, Detect the application status change from one state to another. Application status change will trigger application health check mechanism. 
748101, Peer unit reported application status change that will trigger application health check mechanism. 
748102, Application health check detects that the Master unit is not healthy. The Master unit will leave the cluster group. 
748103, Application health check detects that the Slave unit is not healthy. Master unit will evict the slave node. 
748201, Status of the application in the service chain gets changed. 
748202," Unit will be kicked out of cluster if the application such as vDP, fails. "
748203," Unit automatically rejoins the cluster if the service chain application such as vDP, recovers. "
750001,"  A request is being made for an operation on the IPsec tunnel such as a rekey, a request to establish a connection, and so on.  "
750002,   An incoming tunnel or SA initiation request (IKE_INIT_SA request) has been received.  
750003,  The negotiation of an SA was aborted because of the provided error reason.  
750004,   An incoming connection request was challenged with a cookie based on the cookie challenge thresholds that are configured to prevent a possible DoS attack.  
750005,"  A rekey collision was detected (both peers trying to initiate a rekey at the same time), and it was resolved by keeping the one initiated by this ASA because it had the lowest nonce. This action caused the indicated SA referenced by the SPI to be deleted.  "
750006,"  An SA came up for the given reason, such as for a newly established connection or a rekey.  "
750007,"  An SA was torn down or deleted for the given reason, such as a request by the peer, operator request (via an administrator action), rekey, and so on.  "
750008,  An SA request was rejected to alleviate a low system resource condition.  
750009,"   A Connection Admission Control (CAC) limiting threshold was reached, which caused the SA request to be rejected.  "
750010,"   The ASA overflowed its throttle request queue to the specified peer, indicating that the peer is slow. The throttle request queue holds requests destined for the peer, which cannot be sent immediately because the maximum number of requests allowed to be in-flight based on the IKEv2 window size were already in-flight. As in-flight requests are completed, requests are pulled off of the throttle request queue and sent to the peer. If the peer is not processing these requests quickly, the throttle queue backs up.  "
750011,  The tunnel was rejected because the selected IKEv2 encryption algorithm is not strong enough to secure the proposed IPSEC encryption algorithm.  
750012,  The selected IKEv2 encryption algorithm is not strong enough to secure the proposed IPSEC encryption algorithm.  
750013,"  The new mobike feature allows peer IP to be changed without tearing down the tunnel. For example, a mobile device (smartphone) acquires new IP after connecting to a different network.The following list describes the message values:  "
750014,"   For ASA IKEv2, the initial contact (IC) processing is done based on peer IP/Port and ASA IP/Port pairs and the stale sessions get deleted based on these IP/Port pairs. This could be a problem with NAT as IP/Port of peer may change for connections and the stale sessions would not get cleaned up based on IP/Port pairs. As per the IKEv2 RFC , the Initial Contact processing will be switched to use Identity pairs so that the stale sessions can be identified based on peer and ASA identities and clear them. The identities can be IPs, hostnames, Certificate DNs, and so on. This syslog displays the exact reason for clearing the stale sessions. This syslog will be generated on ASA after clearing a stale session from a peer while negotiating a new IKEv2 session with the same peer. This syslog is applicable only for standalone and clustering site-to-site VPNs and not for RA."
750015,"   When an ESP packet gets dropped due to invalid SPI, an INFORMATIONAL exchange with the peer has been added. When peer receives this notification, the child SA causing INVALID_SPI scenario will be cleared, thereby sync the child SAs sooner and reducing the traffic loss. This IKEv2 syslog is introduced when the child SA gets cleared due to INVALID_SPI INFORMATIONAL exchange. The following describes the message values:"
751001,"   A failure to complete a Diffie-Hellman operation occurred, as indicated by the error.  "
751002,   The ASA was unable to find any type of authentication information in the tunnel group that it could use to authenticate itself to the peer.  
751003,   Dead peer detection needs to be performed for the specified peer to determine if it is still alive. The ASA may have terminated a connection to the peer.  
751004,  A method to authenticate the remote peer was not found in the configuration to allow the connection.  
751005,  A failure occurred during an AnyConnect client reconnection attempt using the session token.  
751006,   A failure related to certificate authentication occurred.  
751007,  A configured attribute could not be applied to the IKE version 2 connection because it is not supported for IKE version 2 connections.  
751008,"   IKE version 2 is not allowed based on the enabled protocols for the indicated group to which a connection attempt was mapped, and the connection was rejected.  "
751009,  A tunnel group could not be found for the peer.  
751010,   A method for authenticating the ASA to the peer could not be found in either the tunnel group or crypto map.  
751011,   A failure occured during user authentication within EAP for an IKE version 2 remote access connection.  
751012,   A failure occurred during configuration mode processing while settings were being applied to the connection.  
751013,  The Configuration Payload request failed to process and generate a Configuration Payload response for an attribute that was requested by the peer.  
751014,   A warning occurred while processing a CP request to generate a CP response for a requested attribute.  
